client_id,transactions_2010,transactions_2011,transactions_2012,transactions_2013,transactions_2014,transactions_2015,transactions_2016,transactions_2017,transactions_2018,transactions_2019,average_yearly_spend,yearly_income,income minus avg,# of zeros,Class,Classification
667,54998.65,53253.53,54319.61,61697.68,57598.83,58190.33,55072.28,64919.86,60989.09,56970.42,57801.028,41763,(16038.03),0,Overspender,1
668,33127.75,33776.84,33839.93,30291.13,33915.55,34339.61,31833.15,31374.64,37592.13,24521.43,32461.216,16342,(16119.22),0,Overspender,1
669,33774.61,34822.33,34516.32,36307.14,33039.36,34801.76,35756.73,40836.57,33624.93,27905.21,34538.496,41141,6602.50 ,0,Saver,0
671,32449.7,35665.11,34259.19,27134.75,35972.3,27031.53,29264.91,29906.31,36611.53,28107.94,31640.327,34032,2391.67 ,0,Saver,0
672,37561.18,38668.08,39132.81,38354.65,40746.06,37427.27,39731.54,41664.34,41166.58,33353.05,38780.556,23967,(14813.56),0,Overspender,1
674,30359.8,30339.75,31320.42,30658.25,31287.64,31761.64,31960.26,29865.89,34218.19,26121.77,30789.361,28147,(2642.36),0,Overspender,1
676,59749.27,61089.51,68698.65,64607.3,63279.58,63299.63,62761.7,63136.22,59005.86,53764.07,61939.179,65053,3113.82 ,0,Saver,0
677,53058.98,45995.08,42445.06,42227.4,47327.47,50773.47,39989.05,39784.18,46234.63,40958.39,44879.371,67226,22346.63 ,0,Saver,0
678,10650.72,15511.01,16510.17,18280.85,16258.4,19117.48,18514.32,17777.75,16238.47,13276.94,16213.611,29477,13263.39 ,0,Saver,0
679,17748.41,18433.21,16713.04,16941.34,17678.52,16874.68,21039.31,17291.23,17450.29,12654.88,17282.491,34272,16989.51 ,0,Saver,0
683,47208.75,38750.24,38810.34,41774.16,42344.04,37988.54,39328.88,39945.86,45941.91,35250.1,40734.282,51039,10304.72 ,0,Saver,0
684,4897.21,22480.01,21790.78,21040,24514.72,24342.45,22575.65,23165.81,22129.86,21842.04,20877.853,44170,23292.15 ,0,Saver,0
688,31605.05,45837.7,44016.78,48708.05,49812.1,46299.96,46424.88,48893.02,45914.72,34693.19,44220.545,47227,3006.46 ,0,Saver,0
692,30114.4,28741.09,33837.06,29383.04,29094.42,29431.19,30152.74,29217.29,26903.98,24438.81,29131.402,42701,13569.60 ,0,Saver,0
696,73369.41,67740.32,73731.24,100603.65,81919.27,91718.52,82609.62,88853.04,91722.88,84442.3,83671.025,110570,26898.98 ,0,Saver,0
697,25571.99,34599.36,33826.81,38617.75,37616.13,37099.38,36090.5,36358.38,39030.36,32218.57,35102.923,66230,31127.08 ,0,Saver,0
699,28986.73,23196.37,25611.26,23583.13,22166.71,24925.23,28705.29,22971.8,25244.8,20977.76,24636.908,45475,20838.09 ,0,Saver,0
702,80230.56,82574.05,83764.93,84049.56,83040.3,85067.96,84551.47,83248.48,84888.36,72131.76,82354.743,71103,(11251.74),0,Overspender,1
704,163577.5,156723.58,166135.3,166326.56,167447.88,163924.63,163423.02,164687.47,172448.47,150327.64,163502.205,112695,(50807.21),0,Overspender,1
705,96951.46,101416.12,111932.35,104425.41,101056.11,109508.56,100908.32,94321.73,96195.13,86270.95,100298.614,79870,(20428.61),0,Overspender,1
706,43990.97,48494.3,49566.21,47308.79,54541.63,46759.23,52272.74,47403.11,46193.92,41895.26,47842.616,67589,19746.38 ,0,Saver,0
708,120564.57,114546.08,104559.55,114531.14,106135.64,112144.49,98942.45,114609.34,109934.68,98387.7,109435.564,249925,140489.44 ,0,Saver,0
711,70279.25,67321.23,74452.76,71793.94,71371.03,66630.53,71401.21,73979.71,70424.5,55219.91,69287.407,40894,(28393.41),0,Overspender,1
712,29895.63,29703.92,26447.79,32381.51,28939.8,31444.53,26510.5,32381.2,30637.86,23084.94,29142.768,29130,(12.77),0,Overspender,1
714,31440.3,28946.82,28311.86,28128.37,28084.79,25640.2,28821.21,27842.12,32051.73,23473.75,28274.115,73383,45108.89 ,0,Saver,0
716,50512.69,50283.36,49477.95,55399.05,54063.36,53615.93,54573.66,54352.72,54801.8,47000.68,52408.12,26511,(25897.12),0,Overspender,1
719,48108.92,43580.94,44742.97,43891.58,49621.86,45866.58,57915.09,51691.49,46023.68,35729.6,46717.271,50139,3421.73 ,0,Saver,0
720,11834.65,11961.45,13437.56,13874.03,13623.6,13767.9,13512.31,13466.37,12985.18,10429.66,12889.271,19800,6910.73 ,0,Saver,0
721,27071.52,25551.52,26519.12,23530.26,28380.73,23762.73,26891.28,24208.24,26674.19,22395.03,25498.462,38386,12887.54 ,0,Saver,0
723,21956.71,26795.24,24916.85,24530.58,25330.89,24194.65,25578.9,24272.16,22528.99,21405.28,24151.025,35397,11245.98 ,0,Saver,0
724,31377.7,31480.05,30877.38,28680.25,33945.85,29584.39,27650.44,33053.85,30872.36,29582.08,30710.435,35142,4431.57 ,0,Saver,0
726,22159.16,21573.5,20468.05,21587.33,24399.53,21234,22493.59,20174.32,22046.28,16762.57,21289.833,44924,23634.17 ,0,Saver,0
727,27121.03,27882.18,32549.86,32310.93,32157.99,30050.52,27530.62,26964.8,29878.72,21056.66,28750.331,40522,11771.67 ,0,Saver,0
728,26950.03,25611.81,26300.46,22353.87,21433.59,25506.1,26557.26,22240.25,25897.81,18915.86,24176.704,33076,8899.30 ,0,Saver,0
729,30823.66,33219.67,38097.94,37412.25,37227.44,34597.03,36766.45,38635.46,34598.2,33390.47,35476.857,24884,(10592.86),0,Overspender,1
732,26110.39,22376.53,25761.17,32297.11,25857.17,28094.06,27263.92,26732.89,25424.02,20075.9,25999.316,39191,13191.68 ,0,Saver,0
733,108855.78,99499.91,99938.05,104019.18,101724.02,108183.06,104949.38,100304.56,109183.9,91927.54,102858.538,53138,(49720.54),0,Overspender,1
734,16754.75,16174.34,19555.86,16641.5,17585.84,17149.93,17291.9,15606.9,18067.06,13316.3,16814.438,24917,8102.56 ,0,Saver,0
737,66528.88,65400.67,68568.35,66190.03,65781.84,63200.27,59977.45,63883.54,72686.46,58098.24,65031.573,30359,(34672.57),0,Overspender,1
738,74676.66,85354.85,76091.31,79669.17,74769.2,72290.7,77205.61,73965.43,76843.09,66612.2,75747.822,63974,(11773.82),0,Overspender,1
742,38514.5,47814.11,47220.28,47658.01,43714.07,42473.22,44909.86,57304.66,58096.67,40613.05,46831.843,50753,3921.16 ,0,Saver,0
743,25781.89,26970.84,27879.64,28712.77,26028.53,30418.72,27356.04,27580.87,30116.27,24287.11,27513.268,32491,4977.73 ,0,Saver,0
744,32313.01,29841.99,32013.83,33435.44,31239.61,35361.34,32008.22,31594.82,33762.95,25892.19,31746.34,44699,12952.66 ,0,Saver,0
746,42337.37,42012.77,43133.53,46429.87,43670.55,45055.73,41979.28,45441.7,40395,34050.98,42450.678,30288,(12162.68),0,Overspender,1
747,24733.85,25071.35,26170.72,26069.13,24111.64,26635.75,27532.06,26940.62,27677.86,19823.24,25476.622,28828,3351.38 ,0,Saver,0
748,25171.7,29124.49,24256.33,28586.69,31747.61,29374.37,27576.32,27360.57,27768.3,23575.35,27454.173,37534,10079.83 ,0,Saver,0
750,21645.45,20538.06,18924.6,21675.58,22553.06,25401.11,19492.74,22724.31,23725.98,17761.76,21444.265,30165,8720.74 ,0,Saver,0
751,44042.89,39779.67,40281.19,43510.55,48482.38,52689.84,50288.26,44248,39450.73,37502.5,44027.601,49677,5649.40 ,0,Saver,0
752,51381.89,49969.47,42438.24,40778.54,42821.13,48712.87,48060.15,48215.11,45397.49,37023.64,45479.853,64829,19349.15 ,0,Saver,0
754,67659.09,71981.66,71542.34,71473.13,68172.37,77702.62,73857.61,71546.31,70665.71,58204.37,70280.521,32817,(37463.52),0,Overspender,1
755,16373.37,17299.05,16527.76,18522.81,20363.23,21067.34,19509.41,19964.95,20598.67,16145.5,18637.209,23137,4499.79 ,0,Saver,0
756,23212.28,47970.08,44741.6,47714.45,44611.36,49074.25,45964,49421.1,48672.44,41867.66,44324.922,59251,14926.08 ,0,Saver,0
757,60314.98,58920.88,57022.91,59592.36,59784.29,59541.07,66156.01,59209.78,59416.51,46372.72,58633.151,46232,(12401.15),0,Overspender,1
758,22663.55,21118.05,22004.3,20850.53,21532.37,22004.92,20684.96,22791.68,24091.03,17504.53,21524.592,43180,21655.41 ,0,Saver,0
759,35688.52,38114.48,37364.36,38188.08,33683.08,36252.59,36196.19,33102.92,39200,31200.43,35899.065,74550,38650.94 ,0,Saver,0
760,44871.7,49842.89,49447.45,52067.71,50689.37,48767.32,51034.15,53394.8,53965.03,42647.19,49672.761,37558,(12114.76),0,Overspender,1
762,36208.42,37361.43,41726.67,42135.85,42075.32,45311.92,48147.44,43110.06,44546.92,33988.52,41461.255,37298,(4163.26),0,Overspender,1
763,100735.69,104685.82,107853.77,103012.44,111973.29,113657.05,107199.28,100418.41,103787.87,79383.46,103270.708,103126,(144.71),0,Overspender,1
764,43336.19,45268.25,45010.93,48592.24,43936.92,41217.16,43997.5,45113.11,47093.18,35675.9,43924.138,31066,(12858.14),0,Overspender,1
771,29762.71,29146.93,28059.41,29938.83,27809.3,26664.11,25673.94,30268.12,25729.67,22558.81,27561.183,38661,11099.82 ,0,Saver,0
772,7232.12,7538.73,7424.54,14797.88,24884.29,23585.13,23895.03,28933.16,24577.51,20607.56,18347.595,46075,27727.41 ,0,Saver,0
773,33079.97,30186.01,35549.45,31149.74,35480.51,33736.09,35965.2,34953.92,38124.27,29347.54,33757.27,11029,(22728.27),0,Overspender,1
774,28205,29474.62,32320.72,28983.62,30182.19,25856.12,31516.28,23696.05,27241.25,24873.28,28234.913,33395,5160.09 ,0,Saver,0
776,96981.84,76404.67,79236.37,89009.93,90929.36,83210.92,89838.52,88299.91,83528.75,74547.16,85198.743,97455,12256.26 ,0,Saver,0
779,81499,76745.59,78217.41,82186.77,81362.73,73257.03,78531.49,75670.26,77986.42,68854.42,77431.112,32669,(44762.11),0,Overspender,1
780,1084.17,15962.27,23101.87,26243.25,24138.67,28002.42,24472.42,26584.2,23335.1,20220.81,21314.518,58378,37063.48 ,0,Saver,0
782,69749.37,68725.95,64364.57,67506.28,70506.22,70935.52,67991.93,68064.17,65872.5,58507.97,67222.448,37169,(30053.45),0,Overspender,1
783,22938.32,23940.21,22325.38,21208.4,22837.01,23176.76,22956.58,22316.79,24061.07,21398.92,22715.944,29769,7053.06 ,0,Saver,0
789,38518.41,41205.35,35706.07,38493.27,39061.27,34866.59,39072.02,37288.85,42544.73,26476.15,37323.271,49788,12464.73 ,0,Saver,0
790,40656.09,43497.78,40033.34,39370.44,43916.72,36971.41,45164.55,39912.04,41515.22,31983.73,40302.132,46361,6058.87 ,0,Saver,0
791,21016.16,27694.6,26364.06,26763.56,32698.77,35977.05,31420.74,27775.89,25055.58,23010.84,27777.725,39263,11485.28 ,0,Saver,0
793,29106.43,25326.27,24160.69,29570.76,27784.5,30236.91,26834.07,26608.44,29270.82,26635.68,27553.457,42593,15039.54 ,0,Saver,0
795,89683.47,97576.73,88865.57,92334.62,92262.02,90665.55,96868.04,91907.49,92346.86,77877.41,91038.776,75918,(15120.78),0,Overspender,1
797,36355.18,32244.9,36517.7,40992.67,38822.44,38779.21,37618.68,35153.58,30693.69,27247.01,35442.506,62005,26562.49 ,0,Saver,0
798,44372.24,43462.66,43187.11,44058.43,44417.28,46490.32,42968.09,47914.81,42001.95,42502.02,44137.491,49076,4938.51 ,0,Saver,0
801,26934.4,24128.7,22695.99,24540.64,22525.92,23950.91,24137.56,22278.93,22772.1,17128.31,23109.346,23175,65.65 ,0,Saver,0
802,51538.7,62131.7,52020.22,64991.72,55925.46,55541.29,47904.88,57387.29,59177.46,46816.52,55343.524,59872,4528.48 ,0,Saver,0
803,16660.98,16048.19,16554.29,16726.15,16133.19,24832.27,38756.51,32990.21,36933.99,32242.16,24787.794,46487,21699.21 ,0,Saver,0
804,43424.79,49481.01,46392.24,50946.43,48923.99,49306.12,47064.28,44820.91,47667.89,37200.17,46522.783,30252,(16270.78),0,Overspender,1
807,24748.74,26104.66,26585.41,27929.46,25724.72,25860.01,26492.78,26843.39,25479.74,19800.77,25556.968,38487,12930.03 ,0,Saver,0
810,60432.65,59266.69,63307.81,65193.05,63904.22,61230.02,66637.81,60552.43,61870.68,49608.97,61200.433,22540,(38660.43),0,Overspender,1
811,71527.9,72335.37,81177.07,80202.25,85153.15,87524.15,81675.51,94625.18,85781.2,71057.77,81105.955,84694,3588.05 ,0,Saver,0
814,37471.6,38267.67,36669.4,46764.8,42475.78,39863.66,40370.89,40679.51,45199.73,34979.83,40274.287,16302,(23972.29),0,Overspender,1
816,30953.18,28563,28618.35,34038.43,29157.42,29896.69,35771.93,30953.84,28029.99,24362.23,30034.506,36285,6250.49 ,0,Saver,0
819,26356.78,29340,28052.12,31334.8,33005.43,29469.21,24139.76,28177.01,30349.31,24015.6,28424.002,37495,9071.00 ,0,Saver,0
820,66326.71,71192.82,65870.28,64620.3,68503.32,62259.73,69189.69,69281.81,65746.23,49950.52,65294.141,41902,(23392.14),0,Overspender,1
821,16190.4,15640.8,14091.24,16946.87,13905.09,18915.72,14093,15987.17,15635.02,15522.78,15692.809,18015,2322.19 ,0,Saver,0
822,25086.43,25673.35,27601.08,28420.36,24439.13,24065.28,22438.31,25997.89,22969.36,20298.37,24698.956,34540,9841.04 ,0,Saver,0
823,30380,29490.13,31426.23,30055.04,29805.23,30623.53,27584.63,29221.58,33368.09,26100.89,29805.535,41496,11690.47 ,0,Saver,0
825,88466.05,89240,99227.18,95969.04,94228.85,93923.97,90046.77,92938.24,90555.05,77803.15,91239.83,59696,(31543.83),0,Overspender,1
826,25573.41,30179.05,25744.76,32063.92,27688.24,37432.92,28393.97,29677.49,26300.77,24235.54,28729.007,57705,28975.99 ,0,Saver,0
827,27261.34,33126.38,29095.07,29836.89,32277.16,31965.76,30382.32,31246.12,30305.83,25996.61,30149.348,30984,834.65 ,0,Saver,0
828,58682.45,59239.73,57998.49,57175.01,58440.01,59898.41,58343.7,57339.98,55890.59,48340.35,57134.872,35906,(21228.87),0,Overspender,1
831,35391.16,29409.39,31837.54,31437.69,37154.98,37260.3,35831.94,31184.76,34272.1,24787.6,32856.746,37316,4459.25 ,0,Saver,0
832,50940.27,42207.45,49629.07,49566.88,45816.47,52600.86,51480.2,48065.1,42732.58,37787.45,47082.633,50329,3246.37 ,0,Saver,0
837,28213.29,19332.68,22521.4,23011.47,23537.93,25062.21,22734.11,25158.69,26101.31,22752.7,23842.579,36092,12249.42 ,0,Saver,0
839,38862.27,36428.91,32945.63,36201.99,35173.5,28828.35,34481.03,35853.62,32801.69,32602.55,34417.954,54384,19966.05 ,0,Saver,0
840,204600.08,194460.44,188400.22,195697.92,201164.33,186187.52,205145.63,213006.81,202179,165498.89,195634.084,88432,(107202.08),0,Overspender,1
843,30519.66,29369.11,29376.53,31041.84,29767.24,30373.79,29416.65,32520.25,29587.86,26723.7,29869.663,28325,(1544.66),0,Overspender,1
845,51762.51,49059.55,47100.53,49147.59,47370.04,47434.83,43058.65,45905.77,47389.82,40251.47,46848.076,36710,(10138.08),0,Overspender,1
846,77502.51,80717.31,81935.7,75585.29,80697.18,84391.53,79056.76,83329.55,81723.86,66772.72,79171.241,67761,(11410.24),0,Overspender,1
847,75346.21,64608.16,68205.38,67708.3,68386.09,68630.77,67477.35,65698.37,66085.2,53608.64,66575.447,27864,(38711.45),0,Overspender,1
848,49675.17,49593.66,49063.3,43808,44233,47915.74,47205.26,45707.64,48987.91,42896.73,46908.641,68362,21453.36 ,0,Saver,0
849,18283.81,22555.51,25824.43,22514.97,22068.66,23039.87,18765.84,24215.84,22344.08,17531.34,21714.435,43828,22113.57 ,0,Saver,0
851,30150.75,30020.26,29413.08,28915.94,28388,27552.62,28241.74,29219.56,32709.51,23514.34,28812.58,31399,2586.42 ,0,Saver,0
852,57449.19,62860.8,59143.17,58014.23,57942.79,58642.79,61862.66,57589.81,58601.53,47773.68,57988.065,40156,(17832.07),0,Overspender,1
855,18940.06,17400.24,18242.44,19820.12,17475.69,16719.86,18546.14,20186.64,20179.73,14552.85,18206.377,22557,4350.62 ,0,Saver,0
856,130.54,115881.57,124048.23,125957.18,122342.82,130078.72,129062.61,135489.33,122755.52,104434.92,111018.144,114318,3299.86 ,0,Saver,0
858,46356.7,42299.56,45874.69,43309.46,44119.86,42109.68,43372.82,39946.81,40590.17,35287.06,42326.681,30774,(11552.68),0,Overspender,1
859,39923.87,38442.36,35975.75,40423.48,42361.31,45592.6,43796.28,46015.49,41870.84,36598.27,41100.025,32531,(8569.03),0,Overspender,1
860,85036.33,87451.29,87878.44,82007.55,82987.59,84136.51,85087.38,82045.26,88607.89,68592.27,83383.051,62791,(20592.05),0,Overspender,1
865,74712.27,74708.68,74408.72,75575.44,74061.86,79885.14,79949.77,75195.38,80139.13,61772.57,75040.896,37786,(37254.90),0,Overspender,1
866,51465.59,47144.72,48393.78,52978.08,45843.18,45717.37,47378.94,45348.59,45797.76,36979.97,46704.798,61904,15199.20 ,0,Saver,0
868,62682.38,63778.78,62457.73,64141.48,68363.03,57719.61,64839.07,58111.66,66792.06,50348.12,61923.392,31046,(30877.39),0,Overspender,1
869,10647.9,19001.1,27138.37,27659.83,29564.23,26961.05,30236.32,23813.12,27924.59,25126.6,24807.311,34220,9412.69 ,0,Saver,0
870,47946.4,50462.76,52744.28,55785.47,46614.83,48661.46,51941.77,50269.34,50320.82,39663.11,49441.024,71593,22151.98 ,0,Saver,0
871,44155.8,44146.5,47503.65,58523.14,58708.09,59602.29,56957.09,58265.95,56488.13,50218.92,53456.956,22650,(30806.96),0,Overspender,1
872,54871.8,62411.2,54554.01,59379.99,57237.32,59450.06,58653.03,60051.05,57798.28,49342.92,57374.966,31505,(25869.97),0,Overspender,1
875,16239.46,18438.15,16646.86,18119.8,15488.44,13197.52,17279.38,16133.88,17838.51,12991.21,16237.321,41907,25669.68 ,0,Saver,0
876,42537.52,37185.05,31343.17,33256.29,35436.74,32687.56,38143.57,36670.61,31545.11,32407.74,35121.336,49817,14695.66 ,0,Saver,0
877,55221.26,52182.5,54056.24,54787.61,57911.31,54843.07,54531.25,50865.39,52470.54,44795.27,53166.444,34317,(18849.44),0,Overspender,1
879,30785.6,28842.05,28808.8,32527.39,33711.72,33665.79,32443.51,33326.57,35152.49,28070.63,31733.455,22714,(9019.46),0,Overspender,1
882,27943.59,27800.66,29540.78,26427.75,25369.23,28528.51,23383.84,26241.29,23833.77,22227.71,26129.713,36743,10613.29 ,0,Saver,0
884,52997.16,53382.68,56939.08,52414.99,50058.24,53697.19,54538.07,56070.74,53841.81,44525.2,52846.516,42812,(10034.52),0,Overspender,1
885,17298.8,14296.86,18184.44,17135.53,17077.24,18245.56,16218.68,15474.84,19368.76,14696.04,16799.675,28334,11534.33 ,0,Saver,0
888,27209.6,25167.89,24899.87,27603.47,23829.32,31836.81,26926.78,30423.65,28525.67,21813.34,26823.64,33566,6742.36 ,0,Saver,0
890,39114.56,35414.26,33722.2,28210.46,39103.42,39655.85,37864.96,35943.13,34902.07,32069.2,35600.011,52181,16580.99 ,0,Saver,0
891,40494.32,39192.11,37796.36,43396.3,40240.07,41992.18,39233.14,40459.86,43071.35,32753.78,39862.947,34854,(5008.95),0,Overspender,1
895,33148.03,34637.93,34766.07,33286.69,35315.84,33346.86,34714.41,34792.12,33718.98,27771.62,33549.855,31632,(1917.85),0,Overspender,1
898,19344.32,20074.88,18151.97,19059.32,21263.03,20082.47,23475.09,17286.07,18879.49,17109.99,19472.663,19893,420.34 ,0,Saver,0
900,30882.47,34954.16,32715,30775.24,29457.32,26693.44,31121.13,34254.68,31746.98,29079.65,31168.007,32896,1727.99 ,0,Saver,0
901,25357.39,26942.45,28426.78,27142.09,24926.25,28042.14,26525.65,30689.13,28010.09,23576.92,26963.889,36671,9707.11 ,0,Saver,0
905,79487.75,81900.27,85197.03,81440.13,78373.17,85073.35,79994.03,74381.51,76686.07,71982.1,79451.541,96901,17449.46 ,0,Saver,0
906,32372.47,36019.24,32474.82,30403.7,36979.08,40117.69,35996.95,39583.67,38673.05,29039.4,35166.007,21154,(14012.01),0,Overspender,1
908,40794.43,36889.81,43148.05,39895.91,38723.99,35520.55,36058.28,38035.66,37113.33,27768.79,37394.88,46256,8861.12 ,0,Saver,0
909,91179.01,92679.64,92590.74,99614.71,93623.34,94494.33,94101.32,97995.07,96845.63,74373.17,92749.696,49023,(43726.70),0,Overspender,1
912,40345.27,34762.56,31606.94,37688.75,38593.01,34517.14,31833.7,33840.83,35235.3,30577.6,34900.11,47395,12494.89 ,0,Saver,0
913,14401.71,15133.63,16710.82,16270.83,14600.56,13967.65,16545.9,16729.44,16507.44,12812.31,15368.029,28476,13107.97 ,0,Saver,0
914,32828.6,38214.56,35059.64,38677.25,37403.42,35934.64,36445.77,35117.8,32804.02,26301.07,34878.677,46160,11281.32 ,0,Saver,0
917,29576.11,22194.82,25346.15,24850.22,24228.1,25767.14,22414.98,24412.33,22457.21,20680.7,24192.776,40900,16707.22 ,0,Saver,0
918,35206.34,35847.27,33926,35305.53,34873.97,32336.17,33124.87,30427.41,33806.43,26867.19,33172.118,29194,(3978.12),0,Overspender,1
920,15742.73,13879.03,12019.09,11431.91,14215.04,14950.35,15485.19,14200.49,15821.84,12388.69,14013.436,28704,14690.56 ,0,Saver,0
921,99710.33,96577.89,96371.19,96046.64,95977.56,95755.26,97126.48,99392.83,101446.81,77303.7,95570.869,54013,(41557.87),0,Overspender,1
928,21834.23,26807.8,27379.09,25827.11,24074.76,28979.98,28558.26,26563.21,22952.18,20330.37,25330.699,32347,7016.30 ,0,Saver,0
931,39616.38,38367.44,38286.32,44353.42,42397.6,40167.07,40396.08,39944.78,38039.28,35518.83,39708.72,69270,29561.28 ,0,Saver,0
932,66293.81,66273.91,64075.46,64841.55,67241.58,64437.88,65060.66,63390.65,64947.35,57356.59,64391.944,34172,(30219.94),0,Overspender,1
933,25114.15,28085.12,26702.27,25295.11,26064.47,26746.68,22942.41,24254.47,22464.4,19195.76,24686.484,43290,18603.52 ,0,Saver,0
938,53533.76,55090.3,53675.43,53995.24,53467.82,56277.82,55186.56,48054.01,50913.02,48074.8,52826.876,50934,(1892.88),0,Overspender,1
939,25561.9,32133.87,27228.71,32702.87,28105.25,29105.48,32543.4,33371.48,27176.35,25688.36,29361.767,34819,5457.23 ,0,Saver,0
940,37178.57,35344.62,35412.11,39125.01,38498.26,37190.9,38248.79,38916.84,41438.59,31454.54,37280.823,41800,4519.18 ,0,Saver,0
942,65452.8,68701.01,69375.78,62865.22,64832.58,60973.15,67306.91,68356.4,59129.36,57349.03,64434.224,59139,(5295.22),0,Overspender,1
944,106931.95,113129.51,109849.38,106966.08,111521.14,105468.62,112435.42,105971.74,115418.99,89404.41,107709.724,119308,11598.28 ,0,Saver,0
946,34740.21,30507.78,29612.62,35442.2,32418.84,36695.97,34740.21,33270.02,34841.23,27487.32,32975.64,39733,6757.36 ,0,Saver,0
947,74037.03,70482.29,71299.84,70196.96,72939.96,72217.96,72900.75,70649.4,74791.5,61191.94,71070.763,34637,(36433.76),0,Overspender,1
948,27596.7,28620.32,27780.49,29727.78,30482.4,31990.36,33447.06,32675.36,29100.66,23703.73,29512.486,37119,7606.51 ,0,Saver,0
949,51320.51,59819.93,60067.58,58288.7,61267.94,59660.85,59373.26,64518.87,63571.26,50351.15,58824.005,63684,4860.00 ,0,Saver,0
951,30332.43,26358.68,27872.43,26660.44,26039.73,29070.1,29202.21,25466.05,27460.05,21420.32,26988.244,26664,(324.24),0,Overspender,1
954,91077,91691.23,98681.03,91582.88,93560.56,93890.4,93932.35,88485.51,88405.21,76313.69,90761.986,37963,(52798.99),0,Overspender,1
957,53530.95,54716.75,60045.82,62298.85,49716.95,55357.81,54741.01,51439.84,54722.44,50385.04,54695.546,37789,(16906.55),0,Overspender,1
961,60506.31,57778.36,55001.46,61703.85,55714.04,63786.6,59099.08,63002.47,60494.44,49870.63,58695.724,26660,(32035.72),0,Overspender,1
962,21916.6,21915.04,24814.63,24475.71,23211.58,21442.96,23414.31,22768.89,21840.73,19975.97,22577.642,34262,11684.36 ,0,Saver,0
964,30779.23,27085.85,31138.16,27382.36,27245.77,27679.45,27447.38,28519.92,31110.69,20240.86,27862.967,45422,17559.03 ,0,Saver,0
970,38176.8,39828.81,44373.74,43208.88,39049.49,39361.37,41606.02,34971.66,40865.4,35202.72,39664.489,44681,5016.51 ,0,Saver,0
972,50815.18,50981.84,52296.41,47817.45,50836.57,47077.45,50461.53,47201.29,53318.29,40570.88,49137.689,50177,1039.31 ,0,Saver,0
973,30621.58,27747.94,27237.75,26146.26,29068.71,31862.99,38235.05,37018.51,38843.8,28845.11,31562.77,25051,(6511.77),0,Overspender,1
976,87541.75,83610.49,76229.58,78364.33,76856.74,82462.64,81492.61,82845,81761.72,64380.77,79554.563,62669,(16885.56),0,Overspender,1
977,25329.56,23388.48,26123.79,27250.7,26160.52,26991.61,26635.1,39670.9,41633.01,34087.63,29727.13,22873,(6854.13),0,Overspender,1
979,33373.66,34124.18,35583.81,35647.68,30557.59,29665.6,35848.15,32697.21,33302.41,27399,32819.929,32678,(141.93),0,Overspender,1
980,25776.66,22440.71,22157.3,21960.43,26471.47,22421.05,21724.19,23278.76,23394.54,20971.17,23059.628,24055,995.37 ,0,Saver,0
983,35660.81,36305.28,34330.63,37022.9,37469.84,37952.83,41140.99,37351.17,36533.83,29866.98,36363.526,47993,11629.47 ,0,Saver,0
984,76403.79,71585.03,77657.34,70439.88,75314.34,75186.84,76266.75,75446.32,69756.58,62592.15,73064.902,32928,(40136.90),0,Overspender,1
985,101122.69,99802.42,93006.9,96992.27,95456.75,99684.5,96461.12,105062.29,100197.63,78066.07,96585.264,51654,(44931.26),0,Overspender,1
986,26630.03,32939.51,27450.1,27436.23,24012.64,29049.98,24434.28,27681.5,25891.93,24070.73,26959.693,48010,21050.31 ,0,Saver,0
987,97729.61,98004.3,97452.22,107122.99,104035.29,106409.55,106343.1,108397.3,112931.48,97779.26,103620.51,61532,(42088.51),0,Overspender,1
988,23257.98,41437.92,44634.46,43975.54,42686.77,42439.28,43545.22,40637.17,44841.73,36718.94,40417.501,39832,(585.50),0,Overspender,1
989,141474.6,176575.42,158416.99,145553.7,156920.2,138948.86,179784.06,154209.16,148290.42,138806.94,153898.035,113514,(40384.03),0,Overspender,1
990,23345.47,22580.33,24648.77,24502.31,23978.45,22453.96,25086.13,24801.05,25363.24,21347.89,23810.76,27150,3339.24 ,0,Saver,0
992,55942.92,55957.77,49853.59,55117.87,57386.96,56028.26,58380.54,55095.51,58063.7,42911.55,54473.867,54881,407.13 ,0,Saver,0
994,17023.33,17212.4,16987.02,18861.49,19668.68,19478.11,18826.46,20034.85,18525.42,14404.14,18102.19,9795,(8307.19),0,Overspender,1
996,64222.42,63546.9,68885.07,69600.25,64053.49,66373.75,70600.93,68209.77,67547.71,58330.64,66137.093,40194,(25943.09),0,Overspender,1
997,96864.75,91583.13,100616.16,91665.46,99309.3,93864.84,96783.78,98142.74,95010.82,78975.05,94281.603,54963,(39318.60),0,Overspender,1
1002,18818.83,23139.6,17999.73,18171.14,23079.17,19172.5,18025.3,22361.7,22072.65,16344.48,19918.51,38788,18869.49 ,0,Saver,0
1006,40389.18,41962.04,44238.1,42377.03,40706.35,42279.22,43528.08,45332.11,42617.03,36454.09,41988.323,44550,2561.68 ,0,Saver,0
1008,28920.42,34612.77,27280.47,30715.95,32393.22,29253.62,35761.24,36923.56,27440.38,26221.9,30952.353,45462,14509.65 ,0,Saver,0
1009,15774.98,21711.64,18344.85,17697.75,16180.56,15778.61,17581.31,17148.96,18723.92,14182.53,17312.511,28733,11420.49 ,0,Saver,0
